#{"t_start": 1638890458.4311745, "env_id": null}
r,l,t
-76.83326,1000,956.846368
-80.95171,1000,956.846368
-80.06569,1000,956.846368
-78.72276,1000,992.277468
-79.99934,1000,992.277468
-67.03255,1000,992.277468
-80.19737,1000,992.277468
-78.79794,1000,992.277468
-81.19056,1000,992.277468
-76.469986,1000,992.277468
-76.284,1000,992.277468
-79.16602,1000,992.277468
-79.86511,1000,992.277468
-80.0658,1000,992.277468
-79.797325,1000,992.277468
-82.26883,1000,1027.137826
-81.05996,1000,1027.137826
-83.60586,1000,1027.137826
-82.93447,1000,1027.137826
-82.39369,1000,1027.137826
-83.16429,1000,1027.137826
-81.75116,1000,1027.137826
-81.54916,1000,1027.137826
-83.712654,1000,1027.137826
-83.49765,1000,1027.137826
-81.75116,1000,1027.137826
-81.05996,1000,1027.137826
-80.06579,1000,1062.162436
-80.391495,1000,1062.162436
-78.26025,1000,1062.162436
-79.238106,1000,1062.162436
-78.79796,1000,1062.162436
-77.94055,1000,1062.162436
-83.49764,1000,1062.162436
-79.797325,1000,1062.162436
-79.72908,1000,1062.162436
-81.36578,1000,1062.162436
-75.90304,1000,1062.162436
-80.13179,1000,1062.162436
-67.50858,1000,1097.590564
-78.946724,1000,1097.590564
-66.291725,1000,1097.590564
-69.696495,1000,1097.590564
-71.33696,1000,1097.590564
-68.96505,1000,1097.590564
-79.3808,1000,1097.590564
-66.77694,1000,1097.590564
-65.397545,1000,1097.590564
-67.45499,1000,1097.590564
-40.438736,1000,1097.590564
-67.741516,1000,1097.590564
-93.17321,1000,1132.008402
-92.72643,1000,1132.008402
-92.50852,1000,1132.008402
-92.48036,1000,1132.008402
-92.77894,1000,1132.008402
-93.17321,1000,1132.008402
-94.02899,1000,1132.008402
-92.06266,1000,1132.008402
-93.80719,1000,1132.008402
-92.67315,1000,1132.008402
-93.17321,1000,1132.008402
-92.15603,1000,1132.008402
-92.77894,1000,1166.66071
-94.011116,1000,1166.66071
-92.881714,1000,1166.66071
-92.9569,1000,1166.66071
-93.60937,1000,1166.66071
-92.90695,1000,1166.66071
-91.86909,1000,1166.66071
-92.67315,1000,1166.66071
-93.078735,1000,1166.66071
-93.31019,1000,1166.66071
-92.50852,1000,1166.66071
-93.72955,1000,1166.66071
-92.932014,1000,1201.942472
-93.1026,1000,1201.942472
-92.830696,1000,1201.942472
-92.56422,1000,1201.942472
-93.463196,1000,1201.942472
-93.50564,1000,1201.942472
-93.58889,1000,1201.942472
-93.70983,1000,1201.942472
-93.31019,1000,1201.942472
-92.9569,1000,1201.942472
-93.768616,1000,1201.942472
-94.168236,1000,1201.942472
-86.96983,1000,1236.534619
-93.17321,1000,1236.534619
-86.48564,1000,1236.534619
-93.00614,1000,1236.534619
-86.79784,1000,1236.534619
-90.32173,1000,1236.534619
-93.1026,1000,1236.534619
-92.36558,1000,1236.534619
-94.099434,1000,1236.534619
-93.35463,1000,1236.534619
-92.75278,1000,1236.534619
-93.31019,1000,1236.534619
-92.77894,1000,1270.63988
-92.75278,1000,1270.63988
-92.33633,1000,1270.63988
-92.69988,1000,1270.63988
-93.48449,1000,1270.63988
-93.568275,1000,1270.63988
-93.48449,1000,1270.63988
-92.67315,1000,1270.63988
-93.28774,1000,1270.63988
-92.90695,1000,1270.63988
-92.9569,1000,1270.63988
-92.094025,1000,1270.63988
-84.984184,1000,1305.27262
-74.76262,1000,1305.27262
-78.18112,1000,1305.27262
-77.611244,1000,1305.27262
-76.83329,1000,1305.27262
-77.858955,1000,1305.27262
-77.52733,1000,1305.27262
-66.77669,1000,1305.27262
-80.3913,1000,1305.27262
-68.08434,1000,1305.27262
-70.7785,1000,1305.27262
-74.84203,1000,1305.27262
-73.58439,1000,1340.705314
-70.58778,1000,1340.705314
-78.592636,1000,1340.705314
-71.87447,1000,1340.705314
-75.975395,1000,1340.705314
-69.798164,1000,1340.705314
-70.695366,1000,1340.705314
-58.46592,1000,1340.705314
-72.508,1000,1340.705314
-74.99944,1000,1340.705314
-63.30221,1000,1340.705314
-60.158813,1000,1340.705314
-53.17699,1000,1375.795432
-50.35438,1000,1375.795432
-59.999557,1000,1375.795432
-58.646233,1000,1375.795432
-67.39089,1000,1375.795432
-57.294933,1000,1375.795432
-50.52972,1000,1375.795432
-61.904213,1000,1375.795432
-58.332943,1000,1375.795432
-52.531178,1000,1375.795432
-65.51685,1000,1375.795432
-66.164986,1000,1375.795432
-64.66369,1000,1411.023141
-58.646122,1000,1411.023141
-78.12434,1000,1411.023141
-78.7228,1000,1411.023141
-76.83339,1000,1411.023141
-65.64845,1000,1411.023141
-54.40671,1000,1411.023141
-77.91736,1000,1411.023141
-71.51837,1000,1411.023141
-83.804985,1000,1411.023141
-81.549164,1000,1411.023141
-80.76857,1000,1411.023141
-53.570984,1000,1446.306206
-80.19738,1000,1446.306206
-66.329445,1000,1446.306206
-52.861557,1000,1446.306206
-40.199192,1000,1446.306206
-66.44241,1000,1446.306206
-71.15333,1000,1446.306206
-49.999607,1000,1446.306206
-61.13035,1000,1446.306206
-44.85287,1000,1446.306206
-64.84336,1000,1446.306206
-27.586128,1000,1446.306206
-72.78847,1000,1481.798796
-70.479164,1000,1481.798796
-73.06339,1000,1481.798796
-69.79808,1000,1481.798796
-71.222466,1000,1481.798796
-73.15372,1000,1481.798796
-73.33275,1000,1481.798796
-71.73081,1000,1481.798796
-67.032425,1000,1481.798796
-72.31777,1000,1481.798796
-76.972984,1000,1481.798796
-71.92919,1000,1481.798796
-84.614655,1000,1517.481147
-82.33146,1000,1517.481147
-81.751144,1000,1517.481147
-86.262985,1000,1517.481147
-83.33263,1000,1517.481147
-83.55192,1000,1517.481147
-82.81717,1000,1517.481147
-83.870255,1000,1517.481147
-83.388,1000,1517.481147
-83.38799,1000,1517.481147
-84.614655,1000,1517.481147
-82.33146,1000,1517.481147
-81.07185,1000,1552.365159
-76.653114,1000,1552.365159
-77.859184,1000,1552.365159
-82.5168,1000,1552.365159
-79.45143,1000,1552.365159
-77.01092,1000,1552.365159
-81.59444,1000,1552.365159
-80.768585,1000,1552.365159
-81.48083,1000,1552.365159
-84.70876,1000,1552.365159
-81.81752,1000,1552.365159
-81.75116,1000,1552.365159
-79.66027,1000,1587.633689
-77.18559,1000,1587.633689
-77.12351,1000,1587.633689
-77.85905,1000,1587.633689
-81.42341,1000,1587.633689
-78.26015,1000,1587.633689
-77.7771,1000,1587.633689
-79.99926,1000,1587.633689
-83.239456,1000,1587.633689
-80.951614,1000,1587.633689
-79.16591,1000,1587.633689
-78.021385,1000,1587.633689
-93.64994,1000,1622.395644
-80.69428,1000,1622.395644
-88.058846,1000,1622.395644
-93.35463,1000,1622.395644
-92.932014,1000,1622.395644
-86.79784,1000,1622.395644
-89.79507,1000,1622.395644
-92.881714,1000,1622.395644
-86.15839,1000,1622.395644
-79.16595,1000,1622.395644
-93.4202,1000,1622.395644
-92.56422,1000,1622.395644
-85.76428,1000,1656.789888
-86.71011,1000,1656.789888
-92.59175,1000,1656.789888
-76.37727,1000,1656.789888
-85.91465,1000,1656.789888
-86.48564,1000,1656.789888
-85.07379,1000,1656.789888
-86.01314,1000,1656.789888
-86.39371,1000,1656.789888
-86.30053,1000,1656.789888
-88.28042,1000,1656.789888
-86.8844,1000,1656.789888
-86.57633,1000,1691.873781
-77.61122,1000,1691.873781
-81.61692,1000,1691.873781
-80.82992,1000,1691.873781
-86.927345,1000,1691.873781
-86.79789,1000,1691.873781
-84.37417,1000,1691.873781
-88.471756,1000,1691.874781
-88.37123,1000,1691.874781
-90.352844,1000,1691.874781
-88.19973,1000,1691.874781
-86.96984,1000,1691.874781
-85.23912,1000,1726.809819
-78.87252,1000,1726.809819
-86.206116,1000,1726.809819
-92.77894,1000,1726.809819
-85.453705,1000,1726.809819
-93.44177,1000,1726.809819
-86.96983,1000,1726.809819
-88.43849,1000,1726.809819
-86.66582,1000,1726.810819
-93.33248,1000,1726.810819
-77.77708,1000,1726.810819
-92.56422,1000,1726.810819
-93.17321,1000,1761.622847
-92.8563,1000,1761.622847
-93.52665,1000,1761.622847
-93.67003,1000,1761.622847
-92.9569,1000,1761.622847
-93.1263,1000,1761.622847
-91.99917,1000,1761.622847
-92.69988,1000,1761.622847
-92.56422,1000,1761.622847
-93.265144,1000,1761.622847
-93.33248,1000,1761.622847
-94.25201,1000,1761.622847
-93.39849,1000,1796.283111
-93.00614,1000,1796.283111
-93.689995,1000,1796.283111
-94.33341,1000,1796.283111
-93.00614,1000,1796.283111
-87.26038,1000,1796.283111
-92.90695,1000,1796.283111
-93.35463,1000,1796.283111
-84.55526,1000,1796.283111
-85.81486,1000,1796.283111
-93.1026,1000,1796.283111
-87.17868,1000,1796.283111
-93.463196,1000,1828.872382
-93.4202,1000,1828.872382
-93.463196,1000,1828.872382
-93.05471,1000,1828.872382
-92.12515,1000,1828.872382
-93.44177,1000,1828.872382
-93.768616,1000,1828.872382
-93.1026,1000,1828.872382
-92.48036,1000,1828.872382
-93.00614,1000,1828.872382
-92.9569,1000,1828.872382
-93.689995,1000,1828.872382
-93.078735,1000,1861.81847
-92.75278,1000,1861.81847
-93.31019,1000,1861.81847
-93.24239,1000,1861.81847
-93.05471,1000,1861.81847
-93.265144,1000,1861.81847
-93.768616,1000,1861.81847
-93.67003,1000,1861.81847
-92.9569,1000,1861.81847
-91.96704,1000,1861.81847
-92.72643,1000,1861.81847
-93.689995,1000,1861.81847
-86.158325,1000,1894.613686
-86.34728,1000,1894.613686
-93.4202,1000,1894.613686
-86.92725,1000,1894.613686
-87.05416,1000,1894.613686
-91.99917,1000,1894.613686
-84.37417,1000,1894.613686
-93.00614,1000,1894.613686
-86.158325,1000,1894.613686
-93.768616,1000,1894.613686
-93.70983,1000,1894.613686
-86.158325,1000,1894.613686
-62.824936,1000,1927.698826
-75.94442,1000,1927.698826
-78.64708,1000,1927.698826
-71.51849,1000,1927.698826
-66.1013,1000,1927.698826
-75.40926,1000,1927.698826
-65.75301,1000,1927.698826
-67.62546,1000,1927.698826
-74.26415,1000,1927.698826
-72.413284,1000,1927.698826
-62.198933,1000,1927.698826
-65.86992,1000,1927.698826
-79.45146,1000,1961.004517
-71.01403,1000,1961.004517
-80.39153,1000,1961.004517
-74.45206,1000,1961.004517
-74.63718,1000,1961.004517
-79.86516,1000,1961.004517
-79.93248,1000,1961.004517
-71.83048,1000,1961.004517
-81.01204,1000,1961.004517
-77.345695,1000,1961.004517
-73.07645,1000,1961.004517
-76.83343,1000,1961.004517
-84.47135,1000,1994.783803
-84.67363,1000,1994.783803
-82.876045,1000,1994.783803
-82.20575,1000,1994.783803
-84.27603,1000,1994.783803
-86.66593,1000,1994.783803
-81.20237,1000,1994.783803
-84.06306,1000,1994.783803
-84.66187,1000,1994.783803
-81.54918,1000,1994.783803
-87.69155,1000,1994.783803
-83.44303,1000,1994.783803
-87.91464,1000,2028.893851
-80.07907,1000,2028.893851
-82.45548,1000,2028.893851
-86.20617,1000,2028.893851
-84.519424,1000,2028.893851
-82.142204,1000,2028.893851
-80.98796,1000,2028.893851
-87.34102,1000,2028.893851
-84.02487,1000,2028.893851
-83.10744,1000,2028.893851
-86.558395,1000,2028.893851
-82.3315,1000,2028.893851
-85.07391,1000,2062.959468
-83.33266,1000,2062.959468
-82.99253,1000,2062.959468
-84.075745,1000,2062.959468
-83.44303,1000,2062.959468
-84.84778,1000,2062.959468
-81.20237,1000,2062.959468
-83.33266,1000,2062.959468
-84.02487,1000,2062.959468
-82.3315,1000,2062.959468
-81.68434,1000,2062.959468
-86.39383,1000,2062.959468
-84.47135,1000,2096.948606
-85.610794,1000,2096.948606
-81.54918,1000,2096.948606
-82.876045,1000,2096.948606
-82.01374,1000,2096.948606
-83.67279,1000,2096.948606
-85.50653,1000,2096.948606
-85.336525,1000,2096.948606
-83.60587,1000,2096.948606
-81.059975,1000,2096.948606
-81.34264,1000,2096.948606
-82.39371,1000,2096.948606
-85.67262,1000,2131.243164
-84.70877,1000,2131.243164
-84.47135,1000,2131.243164
-81.948814,1000,2131.243164
-82.75796,1000,2131.243164
-81.54918,1000,2131.243164
-83.71267,1000,2131.243164
-81.059975,1000,2131.243164
-83.10744,1000,2131.243164
-83.44303,1000,2131.243164
-83.05018,1000,2131.243164
-84.42297,1000,2131.243164
-82.63823,1000,2165.225297
-84.519424,1000,2165.225297
-83.60587,1000,2165.225297
-83.10744,1000,2165.225297
-82.81721,1000,2165.225297
-83.05018,1000,2165.225297
-83.65945,1000,2165.225297
-82.577736,1000,2165.225297
-84.325325,1000,2165.225297
-82.75796,1000,2165.225297
-82.51682,1000,2165.225297
-85.336525,1000,2165.225297
-84.90495,1000,2198.868257
-81.54918,1000,2198.868257
-81.48084,1000,2198.868257
-81.883415,1000,2198.868257
-82.63823,1000,2198.868257
-83.92214,1000,2198.868257
-84.17652,1000,2198.868257
-85.610794,1000,2198.868257
-86.75423,1000,2198.868257
-81.412,1000,2198.868257
-81.54918,1000,2198.868257
-81.54918,1000,2198.868257
-88.09447,1000,2232.870697
-83.71267,1000,2232.870697
-86.15844,1000,2232.870697
-86.62134,1000,2232.870697
-84.374306,1000,2232.870697
-80.61953,1000,2232.870697
-82.577736,1000,2232.870697
-83.49767,1000,2232.870697
-87.17874,1000,2232.870697
-82.63823,1000,2232.870697
-81.48084,1000,2232.870697
-81.948814,1000,2232.870697
-81.883415,1000,2266.765582
-80.69436,1000,2266.765582
-86.062,1000,2266.765582
-85.50653,1000,2266.765582
-83.71267,1000,2266.765582
-84.47135,1000,2266.765582
-82.75796,1000,2266.765582
-82.26885,1000,2266.765582
-82.75796,1000,2266.765582
-86.53125,1000,2266.765582
-85.865005,1000,2266.765582
-83.38803,1000,2266.765582
-81.54918,1000,2300.655874
-84.519424,1000,2300.655874
-85.55885,1000,2300.655874
-82.45548,1000,2300.655874
-83.10744,1000,2300.655874
-83.76555,1000,2300.655874
-86.20617,1000,2300.655874
-84.42297,1000,2300.655874
-83.05018,1000,2300.655874
-83.65945,1000,2300.655874
-85.50653,1000,2300.655874
-81.68434,1000,2300.655874
-81.948814,1000,2334.521534
-84.02487,1000,2334.521534
-83.2208,1000,2334.521534
-83.97367,1000,2334.521534
-83.2208,1000,2334.521534
-82.26885,1000,2334.521534
-85.610794,1000,2334.521534
-86.88451,1000,2334.521534
-81.412,1000,2334.521534
-83.2208,1000,2334.521534
-83.164314,1000,2334.521534
-85.40075,1000,2334.521534
-82.75796,1000,2368.066115
-86.11038,1000,2368.066115
-81.75118,1000,2368.066115
-81.059975,1000,2368.066115
-81.883415,1000,2368.066115
-82.01374,1000,2368.066115
-87.13751,1000,2368.066115
-83.38803,1000,2368.066115
-81.75118,1000,2368.066115
-83.65945,1000,2368.066115
-83.49767,1000,2368.066115
-86.062,1000,2368.066115
-82.99253,1000,2401.928532
-86.84136,1000,2401.928532
-84.90495,1000,2401.928532
-81.34264,1000,2401.928532
-85.01802,1000,2401.928532
-84.3743,1000,2401.928532
-83.44303,1000,2401.928532
-86.15844,1000,2401.928532
-83.49767,1000,2401.928532
-83.55195,1000,2401.928532
-84.614685,1000,2401.928532
-83.05018,1000,2401.928532
-81.817535,1000,2436.170432
-83.2208,1000,2436.170432
-84.5672,1000,2436.170432
-84.22643,1000,2436.170432
-80.15812,1000,2436.170432
-84.3743,1000,2436.170432
-83.27692,1000,2436.170432
-81.059975,1000,2436.170432
-84.519424,1000,2436.170432
-86.110374,1000,2436.170432
-84.22643,1000,2436.170432
-82.876045,1000,2436.170432
-85.81488,1000,2470.073676
-81.883415,1000,2470.073676
-80.39154,1000,2470.073676
-84.12629,1000,2470.073676
-79.674194,1000,2470.073676
-83.05018,1000,2470.073676
-82.876045,1000,2470.073676
-79.91907,1000,2470.073676
-85.63146,1000,2470.073676
-84.70877,1000,2470.073676
-87.46006,1000,2470.073676
-84.02487,1000,2470.073676
-83.44303,1000,2503.680335
-82.142204,1000,2503.680335
-83.2208,1000,2503.680335
-83.44303,1000,2503.680335
-83.164314,1000,2503.680335
-81.27277,1000,2503.680335
-83.38803,1000,2503.680335
-83.2208,1000,2503.680335
-81.817535,1000,2503.680335
-83.164314,1000,2503.680335
-82.51682,1000,2503.680335
-82.3315,1000,2503.680335
-86.11038,1000,2538.185213
-84.02487,1000,2538.185213
-84.3743,1000,2538.185213
-84.27603,1000,2538.185213
-84.614685,1000,2538.185213
-84.519424,1000,2538.185213
-83.27692,1000,2538.185213
-82.81721,1000,2538.185213
-83.2208,1000,2538.185213
-86.39383,1000,2538.185213
-84.66187,1000,2538.185213
-84.9617,1000,2538.185213
-81.948814,1000,2571.697692
-82.93449,1000,2571.697692
-83.10744,1000,2571.697692
-80.15812,1000,2571.697692
-82.6983,1000,2571.697692
-82.876045,1000,2571.697692
-82.876045,1000,2571.697692
-84.42297,1000,2571.697692
-81.059975,1000,2571.697692
-85.453835,1000,2571.697692
-86.20617,1000,2571.697692
-87.34102,1000,2571.697692
-82.26885,1000,2605.628131
-82.93449,1000,2605.628131
-83.65945,1000,2605.628131
-86.66593,1000,2605.628131
-85.55885,1000,2605.628131
-83.27692,1000,2605.628131
-81.948814,1000,2605.628131
-85.71357,1000,2605.628131
-88.199814,1000,2605.628131
-82.6983,1000,2605.628131
-82.3315,1000,2605.628131
-82.81721,1000,2605.628131
-83.92214,1000,2639.762051
-83.05018,1000,2639.762051
-85.764404,1000,2639.762051
-82.75796,1000,2639.762051
-83.60587,1000,2639.762051
-83.33266,1000,2639.762051
-83.05018,1000,2639.762051
-85.50653,1000,2639.762051
-82.26885,1000,2639.762051
-84.22643,1000,2639.762051
-83.27692,1000,2639.762051
-85.75426,1000,2639.762051
-84.93905,1000,2673.651742
-85.40075,1000,2673.651742
-85.81488,1000,2673.651742
-80.98796,1000,2673.651742
-80.46813,1000,2673.651742
-80.76861,1000,2673.651742
-84.84778,1000,2673.651742
-81.75118,1000,2673.651742
-87.61534,1000,2673.651742
-84.17652,1000,2673.651742
-82.577736,1000,2673.651742
-81.617004,1000,2673.651742
-84.325325,1000,2707.817251
-83.97367,1000,2707.817251
-82.39371,1000,2707.817251
-85.55885,1000,2707.817251
-81.48084,1000,2707.817251
-84.5672,1000,2707.817251
-82.75796,1000,2707.817251
-83.71267,1000,2707.817251
-85.79472,1000,2707.817251
-82.63823,1000,2707.817251
-86.03278,1000,2707.817251
-82.876045,1000,2707.817251
-81.948814,1000,2741.361611
-82.20575,1000,2741.361611
-84.5672,1000,2741.361611
-81.617004,1000,2741.361611
-81.20237,1000,2741.361611
-83.10744,1000,2741.361611
-82.0782,1000,2741.361611
-81.13145,1000,2741.361611
-82.577736,1000,2741.361611
-82.63823,1000,2741.361611
-82.63823,1000,2741.361611
-83.2208,1000,2741.361611
-82.45548,1000,2775.49316
-81.948814,1000,2775.49316
-83.49767,1000,2775.49316
-82.26885,1000,2775.49316
