#{"t_start": 1638973446.065685, "env_id": null}
r,l,t
579.4456,1000,534.392952
15.894703,1000,538.271327
573.9915,1000,545.692694
53.025635,1000,549.53437
248.98907,1000,556.995178
743.41974,1000,560.874499
89.47209,1000,568.240877
235.61191,1000,572.092313
279.08038,1000,579.506116
401.7749,1000,583.345263
289.65085,1000,590.732759
584.4174,1000,594.564601
277.57758,1000,602.021018
301.27,1000,605.954365
408.9559,1000,613.35455
609.38214,1000,617.292703
363.41397,1000,624.721258
383.21783,1000,628.640217
405.6986,1000,635.987739
577.0417,1000,639.835958
417.10583,1000,647.26668
539.4946,1000,651.175072
427.43607,1000,658.683112
457.4863,1000,662.513492
209.51953,1000,670.030498
238.60318,1000,673.940613
391.03455,1000,681.352393
424.4253,1000,685.225289
484.5023,1000,692.620236
361.26398,1000,696.491124
612.87036,1000,703.893867
478.27026,1000,707.825617
394.94473,1000,715.199938
308.22342,1000,719.101121
259.6175,1000,722.997176
539.85065,1000,730.30325
314.38016,1000,734.19457
536.0677,1000,741.634064
546.862,1000,745.53493
396.7929,1000,753.006623
704.9683,1000,756.85524
446.97598,1000,764.356868
352.1404,1000,768.252158
782.35596,1000,775.681458
299.9957,1000,779.667287
350.84262,1000,786.843653
620.858,1000,790.687659
17.582542,259,791.682828
235.65982,1000,799.093784
406.57758,1000,803.00196
458.6382,1000,810.465969
45.834694,1000,814.313067
511.56558,1000,821.612082
275.42386,1000,825.46118
546.259,1000,832.966151
137.80173,1000,836.878905
101.25889,1000,844.297716
64.94922,1000,848.14163
194.4982,1000,855.562868
129.92694,1000,859.372005
163.94032,1000,866.672101
146.42926,1000,870.481395
175.2605,1000,877.850094
189.65417,1000,881.698584
263.95435,1000,889.135215
285.82288,1000,892.924821
95.966576,1000,900.395878
128.29655,1000,904.242999
194.73267,1000,911.60533
189.56064,1000,915.474928
247.21988,1000,922.896044
362.0897,1000,926.723427
403.7286,1000,934.070961
422.14935,1000,937.958214
350.90533,1000,945.347218
461.59088,1000,949.16724
159.64813,1000,956.548304
466.09787,1000,960.443628
430.53076,1000,967.724323
227.26839,1000,971.551367
466.30338,1000,978.921362
398.10956,1000,982.718923
127.12815,1000,990.159612
405.1521,1000,994.001184
285.37823,1000,1001.37125
41.915497,1000,1005.222446
204.51006,1000,1012.522178
413.06836,1000,1016.403442
403.4936,1000,1020.265013
410.9005,1000,1027.715697
117.85513,1000,1031.560146
484.83368,1000,1038.964585
378.2571,1000,1042.821471
345.20114,1000,1050.242311
357.79016,1000,1054.16612
399.99667,1000,1061.722374
661.13586,1000,1065.512378
425.544,1000,1072.895452
344.83755,1000,1076.722644
461.14923,1000,1084.097454
384.7532,1000,1087.992034
331.81503,1000,1095.4022
350.38022,1000,1099.264417
344.44128,1000,1106.636779
432.19937,1000,1110.513162
490.54807,1000,1117.842599
745.88153,1000,1121.675424
279.4081,1000,1129.182781
496.2923,1000,1133.029327
440.43814,1000,1140.368294
865.16187,1000,1144.235502
764.41284,1000,1151.73455
689.3111,1000,1155.651698
102.79493,1000,1163.055636
595.7933,1000,1166.959518
720.4348,1000,1174.427954
697.7586,1000,1178.243551
739.2895,1000,1185.60891
257.13876,1000,1189.446098
316.3526,1000,1196.746869
852.21356,1000,1200.608329
791.15704,1000,1207.963762
475.9448,1000,1211.866383
717.27716,1000,1219.249558
380.11923,1000,1223.192174
62.500473,1000,1230.585382
845.06274,1000,1234.39703
885.1908,1000,1241.705873
831.56006,1000,1245.541931
863.08966,1000,1252.961571
857.037,1000,1256.725214
765.03394,1000,1260.654812
549.6567,1000,1268.09249
884.7952,1000,1272.202665
555.558,1000,1279.707518
865.87585,1000,1283.635325
749.2052,1000,1291.261858
901.4063,986,1295.220285
229.92754,1000,1302.705536
723.29565,1000,1306.505762
816.37866,1000,1313.894858
581.9888,1000,1318.242435
747.01917,1000,1325.903777
880.39703,1000,1329.854369
671.001,1000,1337.309811
863.2397,1000,1341.178687
889.5856,1000,1348.581255
601.2209,1000,1352.530773
784.7525,1000,1360.047204
453.3981,1000,1364.08979
384.84592,1000,1371.512247
795.2751,1000,1375.559201
505.06894,1000,1383.155601
139.43216,1000,1387.132604
221.30948,1000,1394.864874
140.50269,1000,1399.067906
305.8411,1000,1406.490107
651.8016,1000,1410.379168
643.0821,1000,1417.805024
281.26666,1000,1421.747176
541.6366,1000,1429.793763
283.38312,1000,1433.909563
223.34926,1000,1441.585164
302.0239,1000,1445.575706
238.34149,1000,1453.504946
427.92978,1000,1457.786544
718.5217,1000,1465.182566
533.2306,1000,1469.163535
757.7109,1000,1476.494348
697.98444,1000,1480.428409
726.7197,1000,1487.93538
697.3017,1000,1491.990947
726.5726,1000,1499.456642
534.97266,1000,1503.676274
634.9002,1000,1507.616589
698.6801,1000,1515.204143
652.76855,1000,1519.17146
559.82294,1000,1526.802811
733.3367,1000,1530.760983
775.89185,1000,1538.59753
514.19434,1000,1542.802314
811.0384,1000,1550.363562
666.8972,1000,1554.3791
585.01514,1000,1562.253831
846.81445,1000,1566.153548
716.0594,1000,1573.576341
-40.89331,741,1576.42702
802.36237,1000,1584.048043
741.22095,1000,1587.976324
785.5274,1000,1595.899384
756.144,1000,1600.271784
674.0983,1000,1607.908809
653.2057,1000,1612.092739
489.23065,1000,1620.038244
761.3155,1000,1624.317071
742.31415,1000,1631.806377
892.16565,1000,1635.84528
796.06274,1000,1643.345393
744.8866,1000,1647.39758
706.45264,1000,1654.966865
686.2096,1000,1659.056742
43.30951,392,1660.732832
731.08527,1000,1668.599712
723.5314,1000,1672.72334
746.15826,1000,1680.362968
683.78784,1000,1684.391867
437.60095,1000,1692.381054
707.31,1000,1696.305914
746.67065,1000,1703.851609
743.9773,1000,1707.792246
695.91925,1000,1715.287831
777.62506,1000,1719.201128
780.60236,1000,1726.581751
759.71783,1000,1730.47687
745.59406,1000,1738.00846
637.8071,1000,1742.197998
759.1107,1000,1750.104316
775.9145,1000,1754.23491
697.38684,1000,1762.153503
622.0538,1000,1766.230623
746.69403,1000,1773.926694
692.86224,1000,1778.070818
780.15546,1000,1782.069807
413.67416,1000,1789.65619
735.6676,1000,1793.603378
848.3431,1000,1801.051574
682.89844,1000,1805.019679
729.2726,1000,1812.97341
718.7732,1000,1817.94459
714.5728,1000,1828.068633
737.84235,1000,1832.471714
668.9772,1000,1841.07874
56.143234,541,1843.187607
671.4316,1000,1853.33912
758.30585,1000,1857.816878
602.9038,1000,1866.433585
739.55774,1000,1870.648901
651.574,1000,1879.927003
382.24503,1000,1884.304051
386.20282,1000,1892.246089
421.8932,1000,1896.503807
677.05334,1000,1904.035885
644.89777,1000,1908.165281
150.91876,1000,1915.968279
437.66724,1000,1919.92719
535.73627,1000,1923.909914
448.60806,1000,1931.460489
535.0858,1000,1935.385673
545.1583,1000,1943.103495
347.05493,1000,1947.170774
512.89954,1000,1954.794171
596.669,1000,1958.816976
387.25848,1000,1968.00079
678.8791,1000,1973.320732
652.65295,1000,1981.648769
572.59735,1000,1985.854001
590.79175,1000,1994.781637
658.7321,1000,1999.697494
658.959,1000,2008.275672
624.2518,1000,2012.476012
430.54364,1000,2021.299264
694.6158,1000,2025.993003
716.32733,1000,2034.227703
694.2266,1000,2038.407227
723.74524,1000,2046.029349
762.1959,1000,2050.177747
619.5138,1000,2057.775954
740.4301,1000,2061.756664
643.39557,1000,2069.527567
740.83466,1000,2073.454145
700.69055,1000,2081.034988
911.50214,885,2084.465233
775.47565,1000,2092.815694
726.41876,1000,2097.853068
111.921776,1000,2106.934253
506.8923,1000,2111.470455
661.2479,1000,2120.175676
752.5225,1000,2125.236766
628.75824,1000,2134.141794
505.34686,1000,2138.433954
714.2897,1000,2147.177593
573.1385,1000,2152.483863
710.3467,1000,2161.383712
429.6019,1000,2165.755361
780.77454,1000,2170.283031
307.0457,961,2178.699756
634.984,1000,2183.517292
558.3092,1000,2192.898453
40.624557,343,2195.149328
744.6985,1000,2205.111871
44.40571,1000,2211.420633
552.9957,1000,2220.259465
745.3652,1000,2224.99489
720.42487,1000,2234.632298
759.2111,1000,2239.691723
723.9479,1000,2248.614362
666.67,1000,2253.635408
711.3904,1000,2258.336501
488.78064,1000,2267.130431
480.05765,1000,2272.340459
648.1514,1000,2280.786024
476.66324,1000,2285.685
717.2437,1000,2294.640825
374.51865,1000,2299.620505
630.3752,1000,2308.050633
608.58997,1000,2312.40817
806.48035,1000,2321.420954
682.33527,1000,2326.319589
751.59546,1000,2334.648528
813.98413,1000,2338.91123
571.0944,1000,2347.810622
575.8628,1000,2352.610075
715.7917,1000,2361.194329
345.17896,1000,2365.493737
723.08167,1000,2374.179877
640.18097,1000,2379.19533
553.0608,1000,2387.736629
888.4228,1000,2391.924955
736.2404,1000,2400.726916
768.17035,1000,2405.70756
765.3252,1000,2414.104198
638.0227,1000,2418.75535
701.35443,1000,2427.386006
748.4913,1000,2432.138787
875.18384,1000,2440.912391
765.3249,1000,2445.711914
733.33813,1000,2454.633711
718.18384,1000,2459.626422
829.82904,1000,2468.462487
615.1707,1000,2473.274785
776.7166,1000,2481.651798
783.3992,1000,2486.345865
759.53754,1000,2494.872498
698.7268,1000,2499.261166
412.6535,1000,2507.877625
166.23204,1000,2512.915415
540.12604,1000,2521.920218
170.58444,1000,2526.39781
658.99756,1000,2537.805071
588.23566,1000,2544.238155
580.85474,1000,2549.029809
711.1915,1000,2557.857618
483.05698,1000,2563.877437
130.76553,1000,2572.549439
127.93688,1000,2577.318811
202.18048,1000,2586.006038
456.26694,1000,2590.447072
99.33344,1000,2599.429357
133.54793,1000,2604.144888
154.41211,1000,2612.66519
190.53615,1000,2617.646105
41.265285,1000,2626.596548
279.81793,1000,2631.689626
264.61597,1000,2640.371806
181.58492,1000,2646.299891
133.54796,1000,2657.903583
382.75504,1000,2662.694371
129.80943,1000,2671.351463
135.62793,1000,2677.962839
154.61136,1000,2688.053652
163.56358,1000,2692.691858
146.83487,1000,2702.608993
218.51553,1000,2708.935044
447.09903,1000,2718.012437
439.28223,1000,2722.709912
247.21819,1000,2732.570575
261.86282,1000,2737.015656
435.25336,1000,2745.793349
570.8062,1000,2750.956768
386.7515,1000,2760.578716
389.3006,1000,2765.202925
626.6903,1000,2774.00685
448.732,1000,2779.657392
516.4336,1000,2789.258373
228.90126,1000,2793.631128
191.92097,1000,2802.748311
429.21738,1000,2808.40271
246.452,1000,2817.208072
663.0685,1000,2821.882677
190.56152,1000,2830.908101
337.66977,1000,2836.733353
230.93246,1000,2845.353672
365.90454,1000,2849.658826
344.80386,1000,2854.935057
47.437283,1000,2864.873442
51.00797,1000,2869.464749
38.048454,1000,2877.637577
0.9772408,1000,2882.852126
17.088642,1000,2892.60816
14.583267,1000,2897.015586
21.4284,1000,2905.484459
41.700798,1000,2910.672678
46.667118,1000,2920.409479
343.1337,1000,2924.916389
46.5798,1000,2933.402598
226.9231,1000,2939.044295
64.55737,1000,2948.543551
232.16667,1000,2953.135594
305.3025,1000,2962.005711
241.05638,1000,2967.65114
290.67828,1000,2976.804405
267.59988,1000,2981.556529
162.23763,1000,2990.741115
352.6712,1000,2996.064856
309.08936,1000,3004.686076
131.93756,1000,3009.454687
260.13937,1000,3018.936243
272.3394,1000,3023.939737
251.61049,1000,3032.884661
310.5245,1000,3038.197572
